crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P051;16008693;0001-01-01 18:00:00+00:00;0001-01-01 18:30:00+00:00;2016-09-13;09/13/2016;TUESDAY;TOWN OWNED;35.671854311;-78.75197176;;PARK AT LANGSTON;;;No;;30469;Fraud;Part II;"""Last Year""";N;"35.671854311; -78.75197176";"""Everything;Last Year""";Everything,Last Year;ALPHAWOOD DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P053;16008820;0001-01-01 15:43:00+00:00;0001-01-01 15:57:00+00:00;2016-10-13;10/13/2016;THURSDAY;TOWN OWNED;35.733904665;-78.78904854;;REGENCY PARK;;;No;;30593;Fraud;Part II;"""Last Year""";N;"35.733904665; -78.78904854";"""Everything;Last Year""";Everything,Last Year;REGENCY PKWY
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P053;17002628;0001-01-01 16:00:00+00:00;0001-01-01 17:15:00+00:00;2017-03-28;03/28/2017;TUESDAY;TOWN OWNED;35.733572561;-78.78746615;;REGENCY PARK;;;No;;30596;Fraud;Part II;"""Last Year""";N;"35.733572561; -78.78746615";"""Everything;Last Year""";Everything,Last Year;REGENCY PKWY
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P053;17005001;0001-01-01 16:10:00+00:00;0001-01-01 16:18:00+00:00;2017-06-08;06/08/2017;THURSDAY;TOWN OWNED;35.737272111;-78.78216601;;CRESCENT COMMONS SHOP CENTER;;;No;;30597;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.737272111; -78.78216601";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;KILDAIRE FARM RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P054;17007539;0001-01-01 18:10:11+00:00;0001-01-01 02:44:12+00:00;2017-08-30;08/31/2017;THURSDAY;TOWN OWNED;35.720581468;-78.77436113;;HIGHLANDS ON THE BLUFF;;;No;;30625;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.720581468; -78.77436113";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;HIGHLANDS BLUFFS DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P010;17006907;0001-01-01 12:00:00+00:00;0001-01-01 16:30:00+00:00;2017-08-11;08/14/2017;MONDAY;TOWN OWNED;35.763068653;-78.83387164;;OLDE SALEM;;;No;;30677;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.763068653; -78.83387164";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;MORAVIA LN
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P013;16011167;0001-01-01 18:44:45+00:00;0001-01-01 18:44:46+00:00;2016-12-23;12/23/2016;FRIDAY;TOWN OWNED;35.779509981;-78.86627129;;PARKGATE;;;No;;30694;Fraud;Part II;"""Last Year""";N;"35.779509981; -78.86627129";"""Everything;Last Year""";Everything,Last Year;PARKGATE DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P068;17006914;0001-01-01 17:15:00+00:00;0001-01-01 17:15:00+00:00;2017-08-14;08/14/2017;MONDAY;TOWN OWNED;35.77272608;-78.82451366;;SWALLOW HILL;;;No;;30802;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.77272608; -78.82451366";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;QUARTERMAINE CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P071;16011036;0001-01-01 15:29:56+00:00;0001-01-01 15:29:57+00:00;2016-12-20;12/20/2016;TUESDAY;TOWN OWNED;35.772756187;-78.84683078;;PARK VILLAGE;;;No;;30841;Fraud;Part II;"""Last Year""";N;"35.772756187; -78.84683078";"""Everything;Last Year""";Everything,Last Year;COVE CREEK DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P004;16008928;0001-01-01 13:01:00+00:00;0001-01-01 17:52:59+00:00;2016-10-17;10/17/2016;MONDAY;TOWN OWNED;35.752855043;-78.74966589;PARK AT CROSSROADS APTS., THE;PARK AT CROSSROADS;17SEP2014;Active;Yes;Active;30913;Fraud;Part II;"""Last Year""";N;"35.752855043; -78.74966589";"""Everything;Last Year""";Everything,Last Year;BRISBANE WOODS WAY
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P004;16011310;0001-01-01 04:55:00+00:00;0001-01-01 14:30:00+00:00;2016-12-29;12/29/2016;THURSDAY;TOWN OWNED;35.749965791;-78.75087631;PARK AT CROSSROADS APTS., THE;PARK AT CROSSROADS;17SEP2014;Active;Yes;Active;30915;Fraud;Part II;"""Last Year""";N;"35.749965791; -78.75087631";"""Everything;Last Year""";Everything,Last Year;ALMADEN WAY
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P046;17000469;0001-01-01 17:00:00+00:00;0001-01-01 18:00:00+00:00;2016-12-22;12/22/2016;THURSDAY;TOWN OWNED;35.747169049;-78.74321454;;TRYON VILLAGE SHOPPING CENTER;;;No;;31133;Fraud;Part II;"""Last Year""";N;"35.747169049; -78.74321454";"""Everything;Last Year""";Everything,Last Year;TRYON VILLAGE DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P047;17006369;0001-01-01 19:00:00+00:00;0001-01-01 12:00:00+00:00;2017-07-18;07/23/2017;SUNDAY;TOWN OWNED;35.732789979;-78.75141439;;;;;No;;31170;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.732789979; -78.75141439";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WINDSTREAM WAY
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P120;16010353;0001-01-01 09:00:00+00:00;0001-01-01 12:00:00+00:00;2016-11-30;11/30/2016;WEDNESDAY;TOWN OWNED;35.757278673;-78.74294652;;SOUTHEAST ZONE;;;No;;31212;Fraud;Part II;"""Last Year""";N;"35.757278673; -78.74294652";"""Everything;Last Year""";Everything,Last Year;WALNUT ST
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P120;17007541;0001-01-01 12:00:00+00:00;0001-01-01 08:00:00+00:00;2017-08-31;09/01/2017;FRIDAY;TOWN OWNED;35.755437689;-78.74281755;;CENTRUM AT CROSSROADS;;;No;;31222;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.755437689; -78.74281755";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P016;16009706;0001-01-01 18:16:00+00:00;0001-01-01 12:00:00+00:00;2016-11-09;11/11/2016;FRIDAY;TOWN OWNED;35.82322547;-78.90165214;;PARK CORNER;;;No;;31234;Fraud;Part II;"""Last Year""";N;"35.82322547; -78.90165214";"""Everything;Last Year""";Everything,Last Year;GREEN LEVEL CHURCH RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P074;16009680;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-10-12;10/12/2016;WEDNESDAY;TOWN OWNED;35.862578428;-78.89472403;CHANCERY VILLAGE AT THE PARK APTS.;CHANCERY VILLAGE AT THE PARK;03JAN2011;Active;Yes;Active;31261;Fraud;Part II;"""Last Year""";N;"35.862578428; -78.89472403";"""Everything;Last Year""";Everything,Last Year;CITADEL CREEK LN
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P076;17006324;0001-01-01 12:00:00+00:00;0001-01-01 07:37:00+00:00;2016-07-21;07/23/2017;SUNDAY;TOWN OWNED;35.835175697;-78.90123274;;WEYCROFT;;;No;;31304;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.835175697; -78.90123274";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WEYCROFT GRANT DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P058;17007717;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-07-21;07/21/2017;FRIDAY;TOWN OWNED;35.786034503;-78.76595152;;IRONGATE;;;No;;31396;Fraud;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.786034503; -78.76595152";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;N MONTREAL CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;112;P083;17000194;0001-01-01 12:19:36+00:00;0001-01-01 12:19:37+00:00;2017-01-07;01/07/2017;SATURDAY;TOWN OWNED;35.770430062;-78.7443842;THE RESERVE AT MAGNOLIA RIDGE;THE RESERVE AT MAGNOLIA RIDGE;03JAN2011;Active;Yes;Active;84356;Vandalism;Part II;"""Last Year""";Y;"35.770430062; -78.7443842";"""Everything;Last Year""";Everything,Last Year;HARLON DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;112;P083;17005268;0001-01-01 14:00:00+00:00;0001-01-01 14:15:00+00:00;2017-06-21;06/21/2017;WEDNESDAY;TOWN OWNED;35.767119906;-78.74571313;;HICKORY RIDGE DUPLEX;;;No;;84363;Vandalism;Part II;"""Last Year;Last 6 Months""";Y;"35.767119906; -78.74571313";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;KAREN CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;112;P083;17005744;0001-01-01 02:14:20+00:00;0001-01-01 02:24:21+00:00;2017-07-07;07/07/2017;FRIDAY;TOWN OWNED;35.770287399;-78.74546255;THE RESERVE AT MAGNOLIA RIDGE;THE RESERVE AT MAGNOLIA RIDGE;03JAN2011;Active;Yes;Active;84364;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.770287399; -78.74546255";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CASS CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;;17007098;0001-01-01 09:37:30+00:00;0001-01-01 09:37:31+00:00;2017-08-19;08/19/2017;SATURDAY;TOWN OWNED;;;;;;;No;;84371;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;;"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;E DYNASTY DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;P031;17003870;0001-01-01 01:30:14+00:00;0001-01-01 01:33:15+00:00;2017-05-08;05/08/2017;MONDAY;TOWN OWNED;35.796339655;-78.76740545;;HIGHLAND PARK DUPLEX;;;No;;84487;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.796339655; -78.76740545";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BRANNIFF DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;P031;17004531;0001-01-01 22:00:00+00:00;0001-01-01 23:11:54+00:00;2017-05-27;05/27/2017;SATURDAY;TOWN OWNED;35.800517634;-78.7685063;;REEDY CREEK PLAZA;;;No;;84488;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.800517634; -78.7685063";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;NE MAYNARD RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;P031;17005028;0001-01-01 20:45:00+00:00;0001-01-01 09:50:00+00:00;2017-06-12;06/13/2017;TUESDAY;TOWN OWNED;35.800926053;-78.77238924;NORTHWOOD TOWNHOMES APTS;NORTHWOODS MEWS APTS;24AUG2011;Inactive;Yes;Inactive;84489;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.800926053; -78.77238924";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;KEY WEST MEWS
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;P032;16009204;0001-01-01 02:00:00+00:00;0001-01-01 07:00:00+00:00;2016-10-26;10/26/2016;WEDNESDAY;TOWN OWNED;35.793093447;-78.77982384;;TCAP ZONE;;;No;;84528;Vandalism;Part II;"""Last Year""";N;"35.793093447; -78.77982384";"""Everything;Last Year""";Everything,Last Year;E JOHNSON ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;113;P060;17001002;0001-01-01 11:00:00+00:00;0001-01-01 12:00:00+00:00;2017-02-03;02/03/2017;FRIDAY;TOWN OWNED;35.789741928;-78.77963612;;TOWN HALL CAMPUS;;;No;;84572;Vandalism;Part II;"""Last Year""";Y;"35.789741928; -78.77963612";"""Everything;Last Year""";Everything,Last Year;WILKINSON AV
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P026;17000328;0001-01-01 15:24:00+00:00;0001-01-01 16:26:54+00:00;2017-01-11;01/12/2017;THURSDAY;TOWN OWNED;35.786156305;-78.80381578;;DUTCHESS VILLAGE;;;No;;84648;Vandalism;Part II;"""Last Year""";N;"35.786156305; -78.80381578";"""Everything;Last Year""";Everything,Last Year;HEDGEROW CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P026;17006681;0001-01-01 02:00:00+00:00;0001-01-01 09:30:00+00:00;2017-08-07;08/07/2017;MONDAY;TOWN OWNED;35.788489212;-78.80239395;;DUTCHESS VILLAGE;;;No;;84654;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.788489212; -78.80239395";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;BAYOAK DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P026;17008119;0001-01-01 05:00:00+00:00;0001-01-01 08:49:35+00:00;2017-09-20;09/20/2017;WEDNESDAY;TOWN OWNED;35.793584112;-78.7933107;;TAYLORS POND;;;No;;84655;Vandalism;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.793584112; -78.7933107";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;MIDDLETON AV
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P035;17001493;0001-01-01 18:32:00+00:00;0001-01-01 18:32:00+00:00;2017-02-18;02/18/2017;SATURDAY;TOWN OWNED;35.784250886;-78.78190462;;TCAP ZONE;;;No;;84673;Vandalism;Part II;"""Last Year""";N;"35.784250886; -78.78190462";"""Everything;Last Year""";Everything,Last Year;S ACADEMY ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P036;17000145;0001-01-01 13:00:00+00:00;0001-01-01 19:00:00+00:00;2017-01-02;01/02/2017;MONDAY;TOWN OWNED;35.779968231;-78.79375637;CHATHAM FOREST APTS.;CHATHAM FOREST APTS;03JAN2011;Active;Yes;Active;84753;Vandalism;Part II;"""Last Year""";N;"35.779968231; -78.79375637";"""Everything;Last Year""";Everything,Last Year;BUCKINGHAM CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P036;17001052;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-05-01;02/05/2017;SUNDAY;TOWN OWNED;35.778808751;-78.79634902;;WATERFORD WOODS I TRIPLEX;;;No;;84754;Vandalism;Part II;"""Last Year""";N;"35.778808751; -78.79634902";"""Everything;Last Year""";Everything,Last Year;W CHATHAM ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P036;17005352;0001-01-01 22:40:00+00:00;0001-01-01 12:00:00+00:00;2017-06-22;06/23/2017;FRIDAY;TOWN OWNED;35.779744518;-78.79735811;;JASON COURT;;;No;;84760;Vandalism;Part II;"""Last Year;Last 6 Months""";Y;"35.779744518; -78.79735811";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;JASON CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P063;16009846;0001-01-01 17:00:00+00:00;0001-01-01 08:10:18+00:00;2016-11-15;11/16/2016;WEDNESDAY;TOWN OWNED;35.792004806;-78.80181212;;WEATHERFIELD INDUSTRIAL PARK;;;No;;84783;Vandalism;Part II;"""Last Year""";N;"35.792004806; -78.80181212";"""Everything;Last Year""";Everything,Last Year;CONTESSA DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P063;16011144;0001-01-01 21:00:01+00:00;0001-01-01 10:10:02+00:00;2016-12-22;12/23/2016;FRIDAY;TOWN OWNED;35.792696688;-78.8049464;;WEATHERFIELD INDUSTRIAL PARK;;;No;;84784;Vandalism;Part II;"""Last Year""";N;"35.792696688; -78.8049464";"""Everything;Last Year""";Everything,Last Year;HAVENSITE CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P063;17006214;0001-01-01 18:00:00+00:00;0001-01-01 22:25:00+00:00;2017-07-21;07/22/2017;SATURDAY;TOWN OWNED;35.794508921;-78.80433505;;;;;No;;84787;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.794508921; -78.80433505";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;NW MAYNARD RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;114;P065;17004009;0001-01-01 15:30:11+00:00;0001-01-01 08:13:12+00:00;2017-05-11;05/12/2017;FRIDAY;TOWN OWNED;35.786467957;-78.82500603;;FRED G BOND PARK;;;No;;84856;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.786467957; -78.82500603";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;MAURY ODELL PL
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P005;17005511;0001-01-01 20:00:00+00:00;0001-01-01 07:33:00+00:00;2017-06-28;06/29/2017;THURSDAY;TOWN OWNED;35.756171882;-78.78110398;;VILLAGE OF TROON;;;No;;84896;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.756171882; -78.78110398";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BAINES CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P006;16011207;0001-01-01 23:00:00+00:00;0001-01-01 08:15:00+00:00;2016-12-23;12/26/2016;MONDAY;TOWN OWNED;35.759198744;-78.78379228;;KILDAIRE FARMS UNDEV;;;No;;84917;Vandalism;Part II;"""Last Year""";N;"35.759198744; -78.78379228";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P006;17006294;0001-01-01 15:51:02+00:00;0001-01-01 15:51:03+00:00;2017-07-25;07/25/2017;TUESDAY;TOWN OWNED;35.763604828;-78.78971311;;;;;No;;84918;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.763604828; -78.78971311";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WINNERS CIR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P037;17007413;0001-01-01 23:30:39+00:00;0001-01-01 14:20:40+00:00;2017-08-21;08/22/2017;TUESDAY;TOWN OWNED;35.763159936;-78.80296143;;;;;No;;84936;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.763159936; -78.80296143";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;TROON CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P039;17000315;0001-01-01 17:00:00+00:00;0001-01-01 18:00:00+00:00;2016-12-19;01/11/2017;WEDNESDAY;TOWN OWNED;35.771194365;-78.79377243;;CARY ALLIANCE CHURCH;;;No;;85057;Vandalism;Part II;"""Last Year""";N;"35.771194365; -78.79377243";"""Everything;Last Year""";Everything,Last Year;SW MAYNARD RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P039;17001210;0001-01-01 22:00:00+00:00;0001-01-01 15:00:00+00:00;2017-02-07;02/08/2017;WEDNESDAY;TOWN OWNED;35.76548804;-78.78887517;ARBORS AT CARY;ARBORS AT CARY;16MAR2011;Active;Yes;Active;85059;Vandalism;Part II;"""Last Year""";;"35.76548804; -78.78887517";"""Everything;Last Year""";Everything,Last Year;BARGATE DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P039;17005751;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2015-08-01;10/07/2015;WEDNESDAY;TOWN OWNED;35.766848665;-78.78760375;ARBORS AT CARY;ARBORS AT CARY;16MAR2011;Active;Yes;Active;85063;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.766848665; -78.78760375";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CHESWICK PL
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P040;17000610;0001-01-01 14:47:00+00:00;0001-01-01 14:47:00+00:00;2017-01-07;01/07/2017;SATURDAY;TOWN OWNED;35.75123773;-78.81196805;;PICARDY POINTE;;;No;;85106;Vandalism;Part II;"""Last Year""";N;"35.75123773; -78.81196805";"""Everything;Last Year""";Everything,Last Year;KILMORACK DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P040;17001175;0001-01-01 17:15:00+00:00;0001-01-01 07:00:00+00:00;2017-02-07;02/08/2017;WEDNESDAY;TOWN OWNED;35.758095563;-78.81453481;;APPLECROSS TOWNHOMES;;;No;;85107;Vandalism;Part II;"""Last Year""";N;"35.758095563; -78.81453481";"""Everything;Last Year""";Everything,Last Year;APPLECROSS DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;115;P042;17002447;0001-01-01 18:00:00+00:00;0001-01-01 14:45:00+00:00;2017-03-21;03/22/2017;WEDNESDAY;TOWN OWNED;35.752450278;-78.80602081;;NORMANDIE;;;No;;85141;Vandalism;Part II;"""Last Year""";N;"35.752450278; -78.80602081";"""Everything;Last Year""";Everything,Last Year;ESPLANADE CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P041;16010626;0001-01-01 08:30:00+00:00;0001-01-01 14:25:00+00:00;2016-12-09;12/09/2016;FRIDAY;TOWN OWNED;35.741157002;-78.81495442;;CARY AUTO PARK;;;No;;85193;Vandalism;Part II;"""Last Year""";N;"35.741157002; -78.81495442";"""Everything;Last Year""";Everything,Last Year;AUTO PARK BLVD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P041;17003236;0001-01-01 17:00:00+00:00;0001-01-01 09:00:00+00:00;2017-04-17;04/18/2017;TUESDAY;TOWN OWNED;35.736833095;-78.79844275;;MACGREGOR VILLAGE SHOP CENTER;;;No;;85197;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.736833095; -78.79844275";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;EDINBURGH SOUTH DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P043;17007362;0001-01-01 09:45:50+00:00;0001-01-01 14:30:51+00:00;2017-08-27;08/27/2017;SUNDAY;TOWN OWNED;35.729026507;-78.79596887;;REGENCY PARK;;;No;;85223;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.729026507; -78.79596887";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;REGENCY PKWY
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P048;16010603;0001-01-01 08:00:00+00:00;0001-01-01 20:00:00+00:00;2016-12-08;12/08/2016;THURSDAY;TOWN OWNED;35.696889072;-78.80002411;;ENCLAVE AT WINDEMERE;;;No;;85249;Vandalism;Part II;"""Last Year""";N;"35.696889072; -78.80002411";"""Everything;Last Year""";Everything,Last Year;ALLENHURST PL
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P053;16009248;0001-01-01 04:00:00+00:00;0001-01-01 04:30:00+00:00;2016-10-28;10/28/2016;FRIDAY;TOWN OWNED;35.735538569;-78.78065434;;CRESCENT COMMONS SHOP CENTER;;;No;;85386;Vandalism;Part II;"""Last Year""";N;"35.735538569; -78.78065434";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P053;17007960;0001-01-01 20:35:00+00:00;0001-01-01 20:45:00+00:00;2017-09-14;09/14/2017;THURSDAY;TOWN OWNED;35.737272111;-78.78216601;;CRESCENT COMMONS SHOP CENTER;;;No;;85392;Vandalism;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.737272111; -78.78216601";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;KILDAIRE FARM RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;116;P053;17008174;0001-01-01 16:00:00+00:00;0001-01-01 16:35:00+00:00;2017-09-21;09/21/2017;THURSDAY;TOWN OWNED;35.737272111;-78.78216601;;CRESCENT COMMONS SHOP CENTER;;;No;;85393;Vandalism;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.737272111; -78.78216601";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;KILDAIRE FARM RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P009;16008976;0001-01-01 08:00:00+00:00;0001-01-01 23:00:00+00:00;2016-10-16;10/18/2016;TUESDAY;TOWN OWNED;35.765581673;-78.8235516;;BROOKGREEN;;;No;;85455;Vandalism;Part II;"""Last Year""";N;"35.765581673; -78.8235516";"""Everything;Last Year""";Everything,Last Year;KRONOS LN
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P064;17001963;0001-01-01 17:09:21+00:00;0001-01-01 17:09:22+00:00;2017-02-13;03/07/2017;TUESDAY;TOWN OWNED;35.777575892;-78.83492069;;YMCA;;;No;;85556;Vandalism;Part II;"""Last Year""";N;"35.777575892; -78.83492069";"""Everything;Last Year""";Everything,Last Year;YMCA DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P064;17004550;0001-01-01 12:50:00+00:00;0001-01-01 12:55:00+00:00;2017-05-28;05/28/2017;SUNDAY;TOWN OWNED;35.776558016;-78.83391137;;CHARLESTON WOODS;;;No;;85557;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.776558016; -78.83391137";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CUSTER TR
